"","Enrich_OR","Enrich_Pval","Deplete_OR","Deplete_Pval","setSize"
"Hypertelorism",1.60575048732943,0.999999999999992,1.79381443298969,0.999999999999606,28
"Kidney Failure, Chronic",0.99135149890808,0.999999999999993,2.27995863123342,4.72662676421449e-06,729
"Stroke",0.983207216062523,0.999999999999993,3.33935570798628,2.5164341808477e-21,1187
"Influenza, Human",0.983273596176822,0.999999999999994,1.09843698037912,0.999999999999993,52
"Muscle Spasticity",0.983273596176822,0.999999999999994,3.54136144363052,0.0916414889266632,40
"Spinal Cord Diseases",1.03232086635132,0.999999999999994,2.50784252431826,1.21351598939196e-06,578
"Cerebellar Ataxia",1.03346572810571,0.999999999999995,3.75637313078566,0.00376262094963483,71
"Alkalosis",1.27073688271605,0.999999999999995,2.97045275811707,0.344275493720189,33
"Hearing Loss, Bilateral",1.27073688271605,0.999999999999995,1.41956615120275,0.999999999999993,35
"Manganese Poisoning",0.69207702020202,0.999999999999995,4.2978515625,0.00392583104228548,52
"Autonomic Nervous System Diseases",1.02769793571988,0.999999999999996,5.76124427686507,5.49431879748099e-10,121
"Hearing Disorders",0.956932972241029,0.999999999999996,2.28181942401518,0.00033347400744809,442
"Pain, Postoperative",1.00946957974872,0.999999999999996,2.36689919398561,0.0146202547976694,220
"Jaundice, Obstructive",0.927400468384075,0.999999999999997,2.99488179380941,3.74222052921875e-05,286
"Adrenocortical Carcinoma",0.725143298059965,0.999999999999997,2.56534974093264,0.24289838687615,52
"Gout",0.725143298059965,0.999999999999997,0.810076092292587,0.999999999999713,59
"Aberrant Crypt Foci",1.32608695652174,0.999999999999997,0,0.820552249051157,32
"Aneurysm, Ruptured",1.32608695652174,0.999999999999997,1.48139847601972,0.999999999999925,29
"Hypopituitarism",1.32608695652174,0.999999999999997,0,0.820552249051157,33
"Precursor B-Cell Lymphoblastic Leukemia-Lymphoma",0.742886178861789,0.999999999999997,2.6313272220008,0.227033283436927,57
"Purpura, Thrombotic Thrombocytopenic",0.742886178861789,0.999999999999997,2.6313272220008,0.227033283436927,48
"Urinary Bladder, Overactive",1.32608695652174,0.999999999999997,0,0.820552249051157,33
"Obsessive-Compulsive Disorder",0.923363566054981,0.999999999999998,3.95991760363917,0.000870799591497228,84
"Micrognathism",1.0071161208602,0.999999999999998,1.80503765085002,0.0283657337077074,410
"Teratoma",0.781101614434948,1,1.79586563307494,0.733093569434127,54
