"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalues"	"rank"	"leading_edge"	"core_enrichment"
"MF"	"GO:0048037"	"cofactor binding"	414	0.344221140330386	1.82069256181162	1.95817341583771e-05	0.0012042947636168	0.000945352595664817	4612	c("tags=46%", "list=31%", "signal=32%")	"Gad1;Hao1;Sardh;Cyp4f14;Ptgs2;Nos3;Glrx5;Plod3;Gldc;Cyp26b1;Cyb5r1;Phykpl;Th;Dus3l;Htatip2;Xdh;Stc2;Birc5;Nubp1;Aldh1a1;Mical1;Ogfod3;Gadl1;Pgd;Hdc;P4htm;Sirt7;Pam;Suox;Foxred2;Dohh;Carns1;Kyat1;Prodh;Hsd11b1;Hacl1;Ndufs7;Ndufs2;Tyw1;Tkt;Mpo;Dus1l;Ndor1;Prmt8;Aspdh;Aifm2;Pygb;Sirt5;mt-Co1;Cbr3;Cyb5r3;Phgdh;Marc2;Acot11;Gch1;Pygl;Mmab;Pnpo;Ddo;Dus4l;Phyh;Creg1;Nat6;Cat;Mical2;Aldh9a1;Sirt6;Nubpl;Ctbp1;Cyp4f15;G6pdx;Cyc1;Cybb;Cyp2u1;Decr1;Dna2;Ptgis;Plod1;Cyp39a1;Hbq1a;Tcn2;Pold1;Cbs;Por;Abat;Hmbs;Eci2;Ido1;Sirt3;Ilvbl;Rsad1;Acbd7;Adh1;Gnmt;Gcdh;Lmo2;Acadvl;Hsd17b10;Alas1;Tsta3;Shmt2;Grhpr;Slc48a1;Cyp46a1;Nubp2;Acadl;H6pd;Gpt;Sdhc;Etfa;Mocos;Sdr39u1;Ldhd;Thap4;Cyp2j6;Egln2;Cisd1;Ogfod2;Plod2;Suclg1;Pah;Aox4;Qdpr;Aifm3;Acad11;Etnppl;Ndufv1;Exo5;Acat1;C3;Accs;Gphn;Hibadh;Fdxr;Sptlc1;Aco2;Mocs1;Isca1;Acadm;Cyp51;Pcx;Rnls;Cyp20a1;Hpx;Gstm1;Fdx1;Acot7;Gfer;Txnrd1;Ivd;Hadha;Nfs1;Cycs;Cyp27a1;Asns;Elp3;Tyms;Hadh;Narfl;Cyp2s1;Sdhb;Gsr;Sqle;Rfesd;Idh2;Lancl1;P4ha3;Ogdh;Ctbp2;Iscu;Sdha;Sqor;Glud1;Dus2;Etfdh;Pitpna;Src;Vkorc1;Coq10a;Fdx1l;Sirt2;Coq6;P4ha1;Cd320;Aldh2;Hebp1;Me3;Nthl1;Acad10"
"CC"	"GO:0062023"	"collagen-containing extracellular matrix"	266	0.421870722121849	2.13024566980963	1.96355639333962e-05	0.0012042947636168	0.000945352595664817	3695	c("tags=45%", "list=25%", "signal=34%")	"Colq;Col11a2;Papln;Ecm1;Anxa4;Srpx2;Col27a1;Vwa1;Ache;Adamts8;Kazald1;Col9a3;Serpine1;Ptn;Serpinf1;Col5a2;Ltbp1;Emilin1;Igfbp7;Rell2;Col22a1;Ctsz;Adamts5;Adamts1;Efemp2;Hapln1;Plod3;Col1a2;Sod3;Elane;Matn4;Col17a1;Col4a1;Col11a1;Col1a1;Bmp1;Col6a1;Gpc1;Adam19;Col2a1;Sparc;Egfl7;Fgf9;Col16a1;Bgn;Vegfa;Igfbp6;Adamts15;Col18a1;Col4a2;Adamtsl4;Adamts12;Col9a2;Pmp22;Anxa5;Tnc;Lum;Col6a2;Egflam;Fbln5;Loxl1;Entpd1;Ntn1;Col15a1;Nid2;Mmp9;Muc1;Htra1;Col4a5;Plod1;Frem2;Pcsk6;Tgfb2;Pf4;Eln;Mfge8;Tgfb1;Gh;Lama5;Col12a1;Tgfbi;Il16;Bcan;Serpinb1a;Anxa3;Prg2;Col8a2;Adamtsl5;Lamb2;Mfap2;Fbn1;Emilin2;Lgals3;Itih3;Lamb3;Thbs4;Cst3;Clec14a;Itga6;Col24a1;Acan;Col6a3;Lama4;Col14a1;S100a10;Tinagl1;Ccdc80;Thbs1;Ntn4;Postn;Gpc5;Lamc1;Fbln2;Itgb1;Tgm3;Sparcl1;Megf6;Tgm2;Thbs2;Serpine2"
"BP"	"GO:0044242"	"cellular lipid catabolic process"	151	0.440800944340233	2.06624896485571	1.96386488609584e-05	0.0012042947636168	0.000945352595664817	3987	c("tags=46%", "list=27%", "signal=34%")	"Gla;Hao1;Bglap2;Acaa1b;Akt2;Sesn2;Scarb1;Prdx6;Cyp26b1;Apoe;Smpdl3a;Neu3;Plcg2;Hacl1;Ehhadh;Daglb;Lipe;Abhd3;Neu2;Gpld1;Smpd1;Acaa1a;Cpt1a;Phyh;Decr1;Cpt2;Gm2a;Akt1;Smpd4;Eci2;Hibch;Hexa;Hsd17b4;Mt3;Gcdh;Acadvl;Acadl;Plcg1;Etfa;Akr1c18;Lpin3;Apoa1;Ppard;Plin5;Bscl2;Apoh;Abhd16a;Acad11;Prkcd;Lonp2;Plcb3;Acat1;Neu1;Acaa2;Neu4;Acadm;Eci1;Acot7;Slc27a4;Ivd;Pld2;Hadha;Crot;Mlycd;Apoa2;Tysnd1;Auh;Hadh;Akr1b8;Cps1"
"BP"	"GO:1901342"	"regulation of vasculature development"	279	0.385095513103837	1.9547908311524	1.96401916882709e-05	0.0012042947636168	0.000945352595664817	2467	c("tags=31%", "list=17%", "signal=26%")	"Tnmd;Ddah1;Creb3l1;Ecm1;Srpx2;Sphk1;Tmem100;Serpine1;Ptn;Serpinf1;Emilin1;Jup;Camp;Ptgs2;E2f2;Nos3;Adamts1;Sfrp2;Pdgfb;Acvrl1;Sema5a;Ecscr;Eng;Pik3r2;Htatip2;Xdh;Id1;Emc10;Vash1;Tie1;Epn1;Mapk7;Ppp1r16b;Rnh1;Adgra2;Rgcc;Stab1;Pak4;Ngp;Adora2b;Tgfbr2;Dab2ip;Ceacam1;Sparc;Fgf9;Spry2;Gata2;Vegfa;Dll1;Sema3e;Col4a2;Ephb4;Cd36;Tek;Hdac5;Adgrb2;Itgb3;Pgk1;Tnfrsf1a;Sirt6;Aplnr;Gper1;Hspb6;Vash2;Mmp9;Cybb;Cxcr4;Pxn;Nrp1;Ptgis;Klf2;Tgfb2;Pf4;Tnfrsf12a;Efna3;Ctnnb1;Sars;Aqp1;Fgf1;Brca1;Emp2;Pkm;Anxa3;Itga5;Tspan12;Kdr"
"BP"	"GO:0030198"	"extracellular matrix organization"	211	0.415504795371813	2.03944898619228	1.96459794503055e-05	0.0012042947636168	0.000945352595664817	3621	c("tags=43%", "list=25%", "signal=33%")	"Colq;Col11a2;Creb3l1;Col27a1;Vwa1;Kazald1;Nox1;Col9a3;Col5a2;Emilin1;Crispld2;Col22a1;Loxl3;Efemp2;Sfrp2;Sema5a;Plod3;Col1a2;Lcp1;Eng;Col17a1;Mmp11;Col4a1;Foxf2;Col11a1;Hapln2;Col1a1;Tnfrsf1b;Adamtsl2;Mmp13;Rgcc;Ibsp;Scara3;Dmp1;Col2a1;Nfkb2;Col16a1;P3h4;Col18a1;Col4a2;Adamtsl4;Ddr1;Col9a2;Pmp22;Phldb1;Chadl;Lum;Vhl;Itgb3;Egflam;Tnfrsf1a;Fbln5;Hsd17b12;Col15a1;Mmp9;Col4a5;Plod1;Tgfb2;Eln;Tgfb1;Gas2;Vps33b;Col12a1;Tgfbi;Meltf;Carmil2;Col8a2;Myo1e;Lamb2;Aplp1;Lgals3;Gfod2;Plod2;Col24a1;Acan;Apbb1;Col14a1;Idua;Nphp3;Sh3pxd2b;Ccdc80;Olfml2a;Myh11;Postn;Noxo1;Lamc1;Fbln2;Itgb1;Notch1;Mpv17"
"CC"	"GO:0000786"	"nucleosome"	61	0.5906587678439	2.36725848581334	1.96540880503145e-05	0.0012042947636168	0.000945352595664817	3219	c("tags=56%", "list=22%", "signal=44%")	"Hist1h1c;Hist1h1e;Irf4;Hist1h4k;Hist1h4j;Hist1h4h;Hist1h4b;Hist1h3a;Hist1h4d;Hist1h3e;Hist1h3c;Hist2h4;Hist4h4;Hist1h4a;Hist1h4c;Tcf3;H2afx;Hist1h3d;Hist1h1d;Hist1h3g;Hist1h4f;H2afy2;Hist1h3f;Hist1h2bp;H3f3b;Hist1h3b;Hist2h3c2;Hist1h4i;Hist1h1a;H2afj;Hist1h1b;Hist1h2ak;H2afy;H1f0"
"BP"	"GO:0043062"	"extracellular structure organization"	245	0.409012668879605	2.04502530890675	1.9667617268168e-05	0.0012042947636168	0.000945352595664817	3848	c("tags=45%", "list=26%", "signal=34%")	"Colq;Col11a2;Creb3l1;Lipg;Col27a1;Vwa1;Kazald1;Nox1;Col9a3;Col5a2;Emilin1;Crispld2;Col22a1;Loxl3;Abca7;Scarb1;Efemp2;Sfrp2;Sema5a;Plod3;Col1a2;Lcp1;Apoe;Eng;Pltp;Col17a1;Mmp11;Col4a1;Foxf2;Col11a1;Hapln2;Col1a1;Nr1h2;Tnfrsf1b;Adamtsl2;Mmp13;Rgcc;Ibsp;Scara3;Dmp1;Col2a1;Pla2g7;Nfkb2;Col16a1;Mpo;P3h4;Col18a1;Col4a2;Adamtsl4;Cd36;Ddr1;Col9a2;Pmp22;Lcat;Phldb1;Chadl;Lum;Vhl;Itgb3;Egflam;Tnfrsf1a;Fbln5;Hsd17b12;Col15a1;Mmp9;Col4a5;Plod1;Tgfb2;Pla2g5;Eln;Tgfb1;Gas2;Vps33b;Col12a1;Tgfbi;Meltf;Carmil2;Col8a2;Myo1e;Lamb2;Aplp1;Apoa1;Lgals3;Gfod2;Plod2;Col24a1;Acan;Apbb1;Col14a1;Idua;Tsg101;Nphp3;Sh3pxd2b;Ccdc80;Olfml2a;Myh11;Postn;Noxo1;Lamc1;Fbln2;Itgb1;Notch1;Mpv17;Dgat1;Fap;Apoa2;Bmp7;Spock2;Hyal1;Serpinh1;Scx"
"BP"	"GO:0044282"	"small molecule catabolic process"	250	0.38789626739215	1.94426972507976	1.96680040909448e-05	0.0012042947636168	0.000945352595664817	3968	c("tags=44%", "list=27%", "signal=32%")	"Ddah1;Amt;Hao1;Sardh;Acaa1b;Akt2;Sesn2;Scarb1;Nos3;Gldc;Cyp26b1;Hyal2;Apoe;Gstz1;Bckdhb;Asrgl1;Pfkm;Impa2;Scly;Aldh1l1;Hdc;Dera;Tha1;Prodh;Hagh;Hacl1;Inpp5a;Blmh;Lrp5;Ehhadh;Lipe;Abhd3;Amdhd2;Cbr3;Acaa1a;Ddo;Cpt1a;Phyh;Pcyox1l;Decr1;Haghl;Il4i1;Cyp39a1;Cpt2;Abat;Akt1;Glb1;Eci2;Hibch;Ido1;Tgfb1;Hsd17b4;Galk1;Mt3;Inpp5e;Adh1;Uox;Bcat1;Gcdh;Fgf23;Acadvl;Akr1a1;Bad;Shmt2;Cyp46a1;Acadl;Etfa;Akr1c18;Lpin3;Hk1;Dhdh;Ldhd;Aass;Ppard;Galm;Plin5;Abhd16a;Pah;Qdpr;Acad11;Lonp2;Gale;Actn3;Acat1;Idua;Hibadh;Acaa2;Acadm;Eci1;Ddah2;Gcsh;Bcat2;Cdo1;Mgat1;Acot7;Aldh1l2;Slc27a4;Ivd;Hadha;Crot;Mlycd;Tysnd1;Hyal1;Galt;Auh;Hadh;Pgm2;Npl;Akr1b8"
"MF"	"GO:0005179"	"hormone activity"	55	0.564445926045435	2.21470783648461	1.96831020568842e-05	0.0012042947636168	0.000945352595664817	1728	c("tags=35%", "list=12%", "signal=31%")	"Adcyap1;Npy;Vgf;Sst;Apln;Edn1;Nppc;Erfe;Inhba;Uts2b;Stc2;Retnlg;Pthlh;Cck;Ostn;Metrnl;Pomc;Retnla;Enho"
"BP"	"GO:0045765"	"regulation of angiogenesis"	251	0.399357705847304	2.00241191814843	1.96842643990394e-05	0.0012042947636168	0.000945352595664817	2467	c("tags=32%", "list=17%", "signal=27%")	"Tnmd;Ddah1;Creb3l1;Ecm1;Srpx2;Sphk1;Serpine1;Ptn;Serpinf1;Emilin1;Jup;Camp;Ptgs2;E2f2;Nos3;Adamts1;Sfrp2;Acvrl1;Sema5a;Ecscr;Eng;Pik3r2;Htatip2;Id1;Emc10;Vash1;Tie1;Epn1;Mapk7;Ppp1r16b;Rnh1;Adgra2;Rgcc;Stab1;Pak4;Ngp;Adora2b;Tgfbr2;Dab2ip;Ceacam1;Sparc;Spry2;Gata2;Vegfa;Dll1;Sema3e;Col4a2;Cd36;Tek;Hdac5;Adgrb2;Itgb3;Pgk1;Tnfrsf1a;Sirt6;Aplnr;Hspb6;Vash2;Mmp9;Cybb;Cxcr4;Pxn;Nrp1;Ptgis;Klf2;Tgfb2;Pf4;Tnfrsf12a;Efna3;Ctnnb1;Sars;Aqp1;Fgf1;Brca1;Emp2;Pkm;Anxa3;Itga5;Tspan12;Kdr"
"MF"	"GO:0050662"	"coenzyme binding"	251	0.418844954927167	2.10012256511505	1.96842643990394e-05	0.0012042947636168	0.000945352595664817	3648	c("tags=42%", "list=25%", "signal=32%")	"Gad1;Hao1;Sardh;Nos3;Plod3;Gldc;Cyb5r1;Phykpl;Th;Dus3l;Htatip2;Xdh;Aldh1a1;Mical1;Ogfod3;Gadl1;Pgd;Hdc;P4htm;Sirt7;Pam;Suox;Foxred2;Carns1;Kyat1;Prodh;Hsd11b1;Hacl1;Ndufs2;Tyw1;Tkt;Dus1l;Ndor1;Prmt8;Aspdh;Aifm2;Pygb;Sirt5;Cbr3;Cyb5r3;Phgdh;Marc2;Acot11;Gch1;Pygl;Pnpo;Ddo;Dus4l;Phyh;Nat6;Cat;Mical2;Aldh9a1;Sirt6;Ctbp1;G6pdx;Cybb;Decr1;Plod1;Cbs;Por;Abat;Hmbs;Eci2;Sirt3;Ilvbl;Acbd7;Adh1;Gnmt;Gcdh;Acadvl;Hsd17b10;Alas1;Tsta3;Shmt2;Grhpr;Acadl;H6pd;Gpt;Etfa;Mocos;Sdr39u1;Ldhd;Egln2;Ogfod2;Plod2;Aox4;Qdpr;Aifm3;Acad11;Etnppl;Ndufv1;Acat1;Accs;Gphn;Hibadh;Fdxr;Sptlc1;Acadm;Pcx;Rnls;Acot7;Gfer;Txnrd1;Ivd;Hadha"
"BP"	"GO:0016042"	"lipid catabolic process"	219	0.377643720984318	1.86228583173924	1.96904658764226e-05	0.0012042947636168	0.000945352595664817	3987	c("tags=44%", "list=27%", "signal=33%")	"Lipg;Gla;Hao1;Bglap2;Acaa1b;Akt2;Sesn2;Rarres2;Scarb1;Abhd4;Prdx6;Cyp26b1;Apoe;Smpdl3a;Neu3;Aspg;Pla2g7;Cdk4;Plcg2;Hsd11b1;Hacl1;Fmc1;Ehhadh;Daglb;Lipe;Abhd3;Neu2;Gpld1;Smpd1;Acaa1a;Pla1a;Cpt1a;Plch2;Phyh;Decr1;Cyp39a1;Cpt2;Gm2a;Pla2g5;Pla2g12a;Akt1;Smpd4;Eci2;Hibch;Ddhd1;Hexa;Hsd17b4;Adora1;Mt3;Gcdh;Fgf23;Acadvl;Cyp46a1;Acadl;Ces5a;Plcg1;Etfa;Akr1c18;Lpin3;Apoa1;Ppard;Plin5;Bscl2;Apoh;Abhd16a;Acad11;Prkcd;Lonp2;Plcb3;Acat1;Neu1;Acaa2;Pnlip;Neu4;Plcd3;Acadm;Eci1;Rab7;Spp1;Acot7;Slc27a4;Ivd;Pld2;Hadha;Crot;Hint2;Mlycd;Apoa2;Tysnd1;Ugt1a7c;Iah1;Auh;Hadh;Ppt1;Akr1b8;Pafah1b3;Cps1"
"BP"	"GO:0016054"	"organic acid catabolic process"	172	0.431932607212165	2.06116606535313	1.96947316592811e-05	0.0012042947636168	0.000945352595664817	3928	c("tags=47%", "list=27%", "signal=34%")	"Ddah1;Amt;Hao1;Sardh;Acaa1b;Akt2;Sesn2;Nos3;Gldc;Cyp26b1;Hyal2;Gstz1;Bckdhb;Asrgl1;Scly;Aldh1l1;Hdc;Tha1;Prodh;Hacl1;Blmh;Ehhadh;Lipe;Abhd3;Amdhd2;Acaa1a;Ddo;Cpt1a;Phyh;Pcyox1l;Decr1;Il4i1;Cyp39a1;Cpt2;Abat;Akt1;Eci2;Hibch;Ido1;Tgfb1;Hsd17b4;Bcat1;Gcdh;Acadvl;Akr1a1;Shmt2;Acadl;Etfa;Lpin3;Ldhd;Aass;Ppard;Plin5;Abhd16a;Pah;Qdpr;Acad11;Lonp2;Acat1;Idua;Hibadh;Acaa2;Acadm;Eci1;Ddah2;Gcsh;Bcat2;Cdo1;Acot7;Aldh1l2;Slc27a4;Ivd;Hadha;Crot;Mlycd;Tysnd1;Hyal1;Auh;Hadh;Npl"
"BP"	"GO:0046395"	"carboxylic acid catabolic process"	172	0.431932607212165	2.06116606535313	1.96947316592811e-05	0.0012042947636168	0.000945352595664817	3928	c("tags=47%", "list=27%", "signal=34%")	"Ddah1;Amt;Hao1;Sardh;Acaa1b;Akt2;Sesn2;Nos3;Gldc;Cyp26b1;Hyal2;Gstz1;Bckdhb;Asrgl1;Scly;Aldh1l1;Hdc;Tha1;Prodh;Hacl1;Blmh;Ehhadh;Lipe;Abhd3;Amdhd2;Acaa1a;Ddo;Cpt1a;Phyh;Pcyox1l;Decr1;Il4i1;Cyp39a1;Cpt2;Abat;Akt1;Eci2;Hibch;Ido1;Tgfb1;Hsd17b4;Bcat1;Gcdh;Acadvl;Akr1a1;Shmt2;Acadl;Etfa;Lpin3;Ldhd;Aass;Ppard;Plin5;Abhd16a;Pah;Qdpr;Acad11;Lonp2;Acat1;Idua;Hibadh;Acaa2;Acadm;Eci1;Ddah2;Gcsh;Bcat2;Cdo1;Acot7;Aldh1l2;Slc27a4;Ivd;Hadha;Crot;Mlycd;Tysnd1;Hyal1;Auh;Hadh;Npl"
"CC"	"GO:0005581"	"collagen trimer"	65	0.54707596941296	2.21832819059673	1.9714144898965e-05	0.0012042947636168	0.000945352595664817	2530	c("tags=48%", "list=17%", "signal=40%")	"Colq;Col11a2;Col27a1;Col9a3;Col5a2;Emilin1;Col26a1;Col1a2;Col17a1;Col4a1;Col11a1;Col1a1;Col6a1;Scara3;Col2a1;Col16a1;Colec11;Col18a1;Col4a2;Col9a2;Gldn;Cthrc1;Lum;Col6a2;Col15a1;Col4a5;Col12a1;C1ql1;Col8a2;Fcna;C1qtnf6"
"CC"	"GO:0044815"	"DNA packaging complex"	69	0.567825625218327	2.32991182758301	1.97199763360284e-05	0.0012042947636168	0.000945352595664817	3219	c("tags=52%", "list=22%", "signal=41%")	"Hist1h1c;Hist1h1e;Irf4;Hist1h4k;Hist1h4j;Hist1h4h;Hist1h4b;Hist1h3a;Hist1h4d;Hist1h3e;Hist1h3c;Hist2h4;Hist4h4;Hist1h4a;Hist1h4c;Tcf3;H2afx;Hist1h3d;Hist1h1d;Hist1h3g;Ncaph2;Hist1h4f;H2afy2;Hist1h3f;Hist1h2bp;H3f3b;Ncapg;Hist1h3b;Hist2h3c2;Hist1h4i;Hist1h1a;H2afj;Hist1h1b;Hist1h2ak;H2afy;H1f0"
"MF"	"GO:0005201"	"extracellular matrix structural constituent"	117	0.506553945815253	2.28351624672943	1.97203652211639e-05	0.0012042947636168	0.000945352595664817	3527	c("tags=53%", "list=24%", "signal=41%")	"Colq;Col11a2;Papln;Ecm1;Srpx2;Col27a1;Vwa1;Col9a3;Col5a2;Ltbp1;Emilin1;Igfbp7;Col22a1;Efemp2;Hapln1;Col1a2;Matn4;Col17a1;Col4a1;Col11a1;Col1a1;Col6a1;Scara3;Col2a1;Sparc;Col16a1;Bgn;Igfbp6;Col18a1;Col4a2;Col9a2;Tnc;Lum;Col6a2;Fbln5;Ntn1;Col15a1;Nid2;Col4a5;Eln;Mfge8;Lama5;Col12a1;Tgfbi;Prg2;Col8a2;Lamb2;Mfap2;Fbn1;Emilin2;Lamb3;Thbs4;Col24a1;Creld1;Col6a3;Lama4;Col14a1;Tinagl1;Thbs1;Postn;Lamc1;Fbln2"
"MF"	"GO:0030020"	"extracellular matrix structural constituent conferring tensile strength"	33	0.685166404595905	2.39863471046548	1.97730058923558e-05	0.0012042947636168	0.000945352595664817	2127	c("tags=58%", "list=14%", "signal=49%")	"Col11a2;Col27a1;Col9a3;Col5a2;Col22a1;Col1a2;Col4a1;Col11a1;Col1a1;Col6a1;Col2a1;Col16a1;Col18a1;Col4a2;Col9a2;Col6a2;Col15a1;Col4a5;Col12a1"
"MF"	"GO:0030594"	"neurotransmitter receptor activity"	78	-0.519952776161572	-2.19515990385946	2.02273554755451e-05	0.0012042947636168	0.000945352595664817	2574	c("tags=45%", "list=18%", "signal=37%")	"Grm1;Chrna5;Drd5;Chrm5;Gabra3;Ptk2b;Gabrb2;Olfr1564;Gpr156;Glrb;Gria4;Htr2c;Htr5a;Grid2;Grid1;Gria1;Chrm1;Grik2;Gria2;Gria3;Gabrb3;Gabrb1;Grin2a;Grin3a;Gabra5;Htr1f;Htr4;Glra3;Chrm3;Grm5;Htr1a;Grik3;Grin2b;Chrna4"
"CC"	"GO:0098839"	"postsynaptic density membrane"	94	-0.554936759358682	-2.42341169898722	2.02511138112596e-05	0.0012042947636168	0.000945352595664817	2942	c("tags=51%", "list=20%", "signal=41%")	"Rgs7bp;Synj2bp;Atp2b2;Cacng3;Efnb2;Grm1;Cacng5;Akap9;Drd5;Abhd17b;Rtn4;Iqsec2;Epha7;Gria4;Grid2;Grid1;Gria1;Chrm1;Lrrc4;Shisa6;Lrfn5;Dlg2;Nrcam;Gria2;Lrrtm2;Gria3;Il1rapl1;Grin2a;Scn8a;Adra2a;Erbb4;Slc16a7;Slitrk1;Grin3a;Clstn2;Shisa9;Slitrk3;Dgki;Adam22;Cnksr2;Lrrc7;Neto1;Lrrtm4;Chrm3;Grm5;Gsg1l;Grin2b"
"CC"	"GO:0099060"	"integral component of postsynaptic specialization membrane"	98	-0.593636792084621	-2.61239970789657	2.02523442088422e-05	0.0012042947636168	0.000945352595664817	2653	c("tags=53%", "list=18%", "signal=44%")	"Cacng3;Efnb2;Gabra2;Grm1;Drd5;Gabra3;Gabrb2;Rtn4;Nlgn2;Epha7;Gria4;Htr5a;Grid2;Grid1;Gria1;Chrm1;Lrrc4;Cdh2;Shisa6;Lrfn5;Cdh10;Nrcam;Nlgn1;Gria2;Lrrtm2;Gria3;Il1rapl1;Gabrb3;Nlgn3;Kcnd3;Grin2a;Scn8a;Adra2a;Erbb4;Slc16a7;Slitrk1;Grin3a;Clstn2;Shisa9;Slitrk3;Adam22;Lrrc7;Neto1;Gabra5;Lrrtm4;Glra3;Chrm3;Shisa7;Gsg1l;Grin2b;Chrna4"
"BP"	"GO:0007215"	"glutamate receptor signaling pathway"	82	-0.54660114605708	-2.32906542243309	2.02548054525936e-05	0.0012042947636168	0.000945352595664817	1770	c("tags=39%", "list=12%", "signal=35%")	"Grm8;Klhl24;Grm3;Camk2a;Fmr1;Cpeb4;Reln;Dapk1;Shisa6;Mef2c;Prnp;Nlgn1;Gria2;Rasgrf1;Homer2;Nrxn1;Nlgn3;Rasgrf2;Grin2a;Grin3a;Shisa9;Atp1a3;Frrs1l;Ppargc1a;Neto1;Gnaq;Shisa7;Grm5;Gsg1l;Grik3;Grin2b"
"CC"	"GO:0099056"	"integral component of presynaptic membrane"	107	-0.549482001704439	-2.45256154090038	2.0256036298817e-05	0.0012042947636168	0.000945352595664817	2154	c("tags=40%", "list=15%", "signal=35%")	"Kcna3;Epha4;Kcna4;Grm8;Atp2b1;Atp2b3;Cntnap4;Kcnc1;Grm3;Cadm3;Gria1;Slc6a5;Chrm1;Oprk1;Cdh2;P2ry1;Ncam1;Kcnj6;Cdh10;Gria2;Cacna1c;Kcnma1;Ptprd;Nrxn1;Gria3;Kcnj3;Cacna1d;Grin2a;Scn8a;Adra2a;Erbb4;Kcna2;Atp1a3;Gpm6a;Gabra5;Scn2a;Chrm3;Htr1a;Cacna1e;Atp2b4;Grin2b;Chrna4"
"BP"	"GO:0048814"	"regulation of dendrite morphogenesis"	104	-0.45204634896215	-2.00869954015869	2.0257267294642e-05	0.0012042947636168	0.000945352595664817	2275	c("tags=35%", "list=15%", "signal=29%")	"Rab21;Epha4;Stau2;Hecw1;Caprin1;Dnm1l;Pias2;Fmr1;Pafah1b1;Rap2a;Adam10;Trpc6;Trpc5;Sipa1l1;Ube3a;Reln;Ppp3ca;Hecw2;Actr2;Nlgn1;Tnik;Ptprd;Nedd4l;Il1rapl1;Cdkl5;Nlgn3;Robo1;Nedd4;Gsk3b;Lzts1;Pak3;Dnm3;Adgrb3;Rapgef2;Met"
"CC"	"GO:0098948"	"intrinsic component of postsynaptic specialization membrane"	104	-0.575878280639594	-2.55895538181858	2.0257267294642e-05	0.0012042947636168	0.000945352595664817	2653	c("tags=52%", "list=18%", "signal=43%")	"Cacng3;Efnb2;Gabra2;Grm1;Drd5;Gabra3;Gabrb2;Abhd17b;Rtn4;Nlgn2;Epha7;Gria4;Htr5a;Grid2;Grid1;Gria1;Chrm1;Lrrc4;Cdh2;Shisa6;Lrfn5;Dlg2;Cdh10;Nrcam;Nlgn1;Gria2;Lrrtm2;Gria3;Il1rapl1;Gabrb3;Nlgn3;Kcnd3;Grin2a;Scn8a;Adra2a;Erbb4;Slc16a7;Slitrk1;Grin3a;Clstn2;Shisa9;Slitrk3;Adam22;Lrrc7;Neto1;Gabra5;Lrrtm4;Glra3;Chrm3;Shisa7;Gsg1l;Grin2b;Chrna4"
"CC"	"GO:0099146"	"intrinsic component of postsynaptic density membrane"	76	-0.575046410109774	-2.41498731094838	2.02597297352053e-05	0.0012042947636168	0.000945352595664817	2653	c("tags=51%", "list=18%", "signal=42%")	"Cacng3;Efnb2;Grm1;Drd5;Abhd17b;Rtn4;Epha7;Gria4;Grid2;Grid1;Gria1;Chrm1;Lrrc4;Shisa6;Lrfn5;Dlg2;Nrcam;Gria2;Lrrtm2;Gria3;Il1rapl1;Grin2a;Scn8a;Adra2a;Erbb4;Slc16a7;Slitrk1;Grin3a;Clstn2;Shisa9;Slitrk3;Adam22;Lrrc7;Neto1;Lrrtm4;Chrm3;Gsg1l;Grin2b"
"CC"	"GO:0098889"	"intrinsic component of presynaptic membrane"	119	-0.551167763101924	-2.50272269570991	2.02745169596334e-05	0.0012042947636168	0.000945352595664817	2154	c("tags=41%", "list=15%", "signal=35%")	"Kcna3;Epha4;Kcna4;Cntn5;Grm8;Atp2b1;Atp2b3;Cntnap4;Kcnc1;Grm3;Ntng1;Cadm3;Cntn1;Gria1;Slc6a5;Chrm1;Oprk1;Cdh2;P2ry1;Ncam1;Kcnj6;Cdh10;Gria2;Cacna1c;Gpc4;Cntn6;Kcnma1;Ptprd;Nrxn1;Gria3;Kcnj3;Cacna1d;Cacna2d1;Grin2a;Scn8a;Adra2a;Erbb4;Kcna2;Atp1a3;Gpm6a;Gabra5;Scn2a;Chrm3;Htr1a;Cacna1e;Atp2b4;Grin2b;Chrna4"
"CC"	"GO:0098982"	"GABA-ergic synapse"	96	-0.462988650152221	-2.02920209173335	2.02823300340743e-05	0.0012042947636168	0.000945352595664817	2154	c("tags=39%", "list=15%", "signal=33%")	"Gabra3;Sept11;Gabrb2;Cntn5;Epha3;Nrxn3;Mdga2;Nrg1;Nlgn2;Grm8;Glrb;Atp2b1;Atp2b3;Cntnap4;Bsn;Camk4;Itpr1;Lrfn5;Cdh10;Abhd6;Arhgef9;Lrrtm2;Nrxn1;Gabrb3;Efna5;Nlgn3;Kcnd3;Adra2a;Erbb4;Slitrk1;Slitrk3;Gucy1a1;Calb1;Gabra5;Glra3;Htr1a"
